Solution,Frx,Fry,Frz,Mrx,Mry,Mrz,Frx target,Fry target,Frz target,Mrx target,Mry target,Mrz target,Efficiency,fval
1,0.97324,-3.3056e-10,0.01338,-7.2869e-10,2.1231e-11,7.3335e-10,1,0,0,0,0,0,0.51038,4.9165e+07
2,-3.3835e-10,0.97733,-2.2557e-10,-1.6474e-09,-1.7176e-09,3.8979e-09,0,1,0,0,0,0,0.43301,5.6208e+07
3,2.1125e-13,-3.8365e-14,0.94388,1.8909e-07,-1.273e-13,1.8106e-13,0,0,1,0,0,0,1,-2.7962e+06
4,4.2428e-14,-6.6857e-14,2.1902e-08,0.97363,-3.2165e-15,1.4859e-14,0,0,0,1,0,0,0.5,4.9341e+07
5,1.7896e-09,5.6379e-09,1.1931e-09,2.2501e-09,0.98717,-5.3238e-09,0,0,0,0,1,0,0.25,7.484e+07
6,-1.4783e-09,6.415e-10,-1.053e-10,-0.016674,-8.4678e-10,0.97886,0,0,0,0,0,1,0.40652,5.9891e+07
