Solution,Frx,Fry,Frz,Mrx,Mry,Mrz,Frx target,Fry target,Frz target,Mrx target,Mry target,Mrz target,Efficiency,fval
1,1,5.7459e-05,3.5341e-05,-1.7671e-05,-5.0997e-06,5.8052e-05,1,0,0,0,0,0,0.86615,1.1546e+05
2,6.1082e-05,1,3.9698e-05,1.9849e-05,-5.7285e-06,-9.9565e-05,0,1,0,0,0,0,0.81838,1.2221e+05
3,3.0041e-05,-1.7344e-05,1,-4.9985e-05,4.9985e-05,-1.7523e-05,0,0,1,0,0,0,1.0001,99993
4,9.4537e-05,-5.4581e-05,-0.00011203,1,1.6165e-05,-5.5145e-05,0,0,0,1,0,0,0.50014,1.9997e+05
5,-0.00023047,-0.00017984,0.00024712,0.00023047,1,-0.0001817,0,0,0,0,1,0,0.21672,4.6166e+05
6,-0.00011537,0.00013203,0.00010995,-5.4977e-05,-1.5866e-05,1,0,0,0,0,0,1,0.43318,2.309e+05
