Solution,Frx,Fry,Frz,Mrx,Mry,Mrz,Frx target,Fry target,Frz target,Mrx target,Mry target,Mrz target,Efficiency,fval
1,0.98912,9.0918e-11,0.00043932,-7.8738e-11,0,-2.7836e-27,1,0,0,0,0,0,0.47581,8.4291e+05
2,-2.5442e-27,0.9405,7.1965e-11,-0.068522,0,-2.4224e-18,0,1,0,0,0,0,0.46986,9.2373e+06
3,-3.5329e-17,-0.038164,0.99933,-0.043951,0,-1.5538e-18,0,0,1,0,0,0,0.79561,4.0701e+06
4,-8.2007e-27,-0.0030822,2.3197e-10,0.99379,0,3.5133e-17,0,0,0,1,0,0,0.20188,4.4281e+06
5,-1.3447e-27,8.5485e-10,3.8038e-11,-7.4032e-10,0.89478,-2.6172e-26,0,0,0,0,1,0,0.25,1.4274e+07
6,-1.7448e-26,-0.19097,4.9355e-10,-0.22095,0,0.91408,0,0,0,0,0,1,0.68802,9.3341e+07
