Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.57741,0.57729,6.0656e-15,-3.5341e-05,4.8117e-14,1.5874e-14,0,0,0,0,0,0,0.86615,1.1546e+05
2,0.2222,-0.22213,0.77783,4.7813e-15,-3.9698e-05,7.5605e-15,0,0,0,0,0,0,0.81838,1.2221e+05
3,-2.881e-16,3.4688e-05,-4.3423e-16,-0.33336,-0.33326,-0.33337,0,0,0,0,0,0,1.0001,99993
4,8.4743e-14,0.00010916,6.4584e-15,1.0001,-0.99994,-8.0881e-14,0,0,0,0,0,0,0.50014,1.9997e+05
5,-0.0003129,4.6784e-05,-4.2459e-16,1.1549,1.1544,-2.3096,0,0,0,0,0,0,0.21672,4.6166e+05
6,0.76977,-0.7699,-0.76971,-0.00010995,7.4438e-15,3.1758e-14,0,0,0,0,0,0,0.43318,2.309e+05
