Solution,Frx,Fry,Frz,Mrx,Mry,Mrz,Frx target,Fry target,Frz target,Mrx target,Mry target,Mrz target,Efficiency,fval
1,1,0.00031895,-0.00061171,-0.00017063,-0.00018415,0.00011222,1,0,0,0,0,0,0.18166,5.5104e+05
2,-7.4312e-05,0.75,5.6224e-05,2.4771e-05,-0.43301,6.6513e-05,0,1,0,0,0,0,0.68314,2.5015e+08
3,-0.00079904,0.00062474,1.0007,-0.00071419,-0.00036069,0.00078614,0,0,1,0,0,0,0.1025,9.7836e+05
4,0.00054262,-0.00062799,-0.00043324,1.0005,0.00036257,-0.00031551,0,0,0,1,0,0,0.10589,9.4569e+05
5,-0.00012847,-0.43301,-9.7395e-05,4.2824e-05,0.25,-0.00011522,0,0,0,0,1,0,0.6834,7.5015e+08
6,0.00012202,0.00040394,0.00046576,-0.00032661,-0.00023321,1.0002,0,0,0,0,0,1,0.2236,4.4783e+05
