Solution,Frx,Fry,Frz,Mrx,Mry,Mrz,Frx target,Fry target,Frz target,Mrx target,Mry target,Mrz target,Efficiency,fval
1,1,1.5781e-05,3.9228e-17,8.8128e-05,1.5739e-15,2.5988e-16,1,0,0,0,0,0,0.49982,49990
2,1.2026e-17,1,0,-4.8824e-06,0,-2.7777e-17,0,1,0,0,0,0,0.28868,28868
3,-4.9658e-05,-6.5129e-05,1,-0.00044722,-8.3267e-17,-7.6146e-05,0,0,1,0,0,0,0.99574,99787
4,-0.040317,-0.023277,-1.0849e-13,0.76344,1.0584e-12,-0.031797,0,0,0,1,0,0,0.11576,5.9151e+07
5,-1.634e-16,-5.5011e-16,0,-7.1265e-05,1,-2.5724e-11,0,0,0,0,1,0,0.49993,49998
6,6.0688e-16,1.805e-06,0,7.0115e-05,0,1,0,0,0,0,0,1,0.39426,39431
