Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.21634,0.21634,0.45032,0.45032,-0.33333,0.33333,0,0,0,0,0,0,0.5,8.3613e-15
2,-0.020064,0.84596,-0.84596,0.020064,-8.2605e-09,7.8246e-09,0,0,0,0,0,0,0.68301,2.5e+08
3,0.88604,0.88604,-0.88604,-0.88604,-0.5,-0.5,0,0,0,0,0,0,0.22006,2.796e-15
4,1.1041,1.1041,-1.1041,-1.1041,-1,1,0,0,0,0,0,0,0.15585,5.7055e-17
5,0.29621,-0.20379,0.20379,-0.29621,-2.79e-09,-4.6411e-10,0,0,0,0,0,0,0.68301,7.5e+08
6,-0.67598,0.16932,0.67598,-0.16932,0.42265,0.42265,0,0,0,0,0,0,0.39434,2.1877e-18
