Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.28234,0.28234,0.38432,0.38432,-0.33333,0.33333,0,0,0,0,0,0,0.5,50000
2,-0.5834,0.28263,-0.28263,0.5834,1.261e-05,-1.261e-05,0,0,0,0,0,0,0.68301,2.5007e+08
3,-1.0477,-1.0477,1.0477,1.0477,-0.5,-0.5,0,0,0,0,0,0,0.19264,19264
4,0.66963,0.66963,-0.66963,-0.66963,-0.99999,0.99999,0,0,0,0,0,0,0.21374,21374
5,0.27985,-0.22015,0.22015,-0.27985,-1.9556e-05,1.9556e-05,0,0,0,0,0,0,0.68301,7.5007e+08
6,-0.97312,-0.12783,0.97312,0.12783,0.42264,0.42265,0,0,0,0,0,0,0.32817,32817
