Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.27915,0.26196,0.43721,0.32611,0.19999,0.35805,0,0,0,0,0,0,0.69516,1.6554e+08
2,-0.64096,0.5577,-0.43663,0.62398,-1.3446e-15,-1.2466e-13,0,0,0,0,0,0,0.57196,1.9655e+08
3,2.4174e-14,-1.4026e-14,-4.4023e-14,0.049919,-0.43327,-0.53729,0,0,0,0,0,0,1.1133,9.4301e+07
4,0.096154,-1.2876e-14,-6.9728e-14,-1.9603e-15,-0.90414,1.0173,0,0,0,0,0,0,0.61685,1.7733e+08
5,-0.81502,-1.0233,0.99727,0.98254,-0.011532,1.8237e-16,0,0,0,0,0,0,0.36769,3.1743e+08
6,-0.48349,0.40289,0.45399,-0.29279,-0.28344,0.26329,0,0,0,0,0,0,0.61598,1.9632e+08
