Solution,Frx,Fry,Frz,Mrx,Mry,Mrz,Frx target,Fry target,Frz target,Mrx target,Mry target,Mrz target,Efficiency,fval
1,1,1.4747e-10,5.3862e-10,-1.1829e-09,8.254e-11,-1.2555e-09,1,0,0,0,0,0,0.5,3.391e-09
2,-2.2183e-09,1,-1.1229e-11,-1.0971e-08,-4.5932e-10,-1.653e-09,0,1,0,0,0,0,0.28868,1.3501e-07
3,3.1513e-09,1.1869e-09,1,1.393e-08,5.5894e-10,4.4209e-09,0,0,1,0,0,0,1,2.2565e-07
4,-0.040327,-0.023283,3.6226e-10,0.76344,4.1485e-09,-0.031805,0,0,0,1,0,0,0.11576,5.9139e+07
5,-1.7617e-11,4.7841e-10,2.5972e-10,1.1988e-09,1,8.0141e-10,0,0,0,0,1,0,0.5,2.8261e-09
6,-2.0033e-09,-6.937e-09,-2.6576e-09,-1.4475e-08,4.0242e-09,1,0,0,0,0,0,1,0.39434,2.884e-07
