Solution,Frx,Fry,Frz,Mrx,Mry,Mrz,Frx target,Fry target,Frz target,Mrx target,Mry target,Mrz target,Efficiency,fval
1,1.0211,-0.025451,0.0062374,0.022274,0.0018014,0.0032576,1,0,0,0,0,0,0.50466,5.3063e+06
2,0.015674,0.96947,0.0016664,0.026899,0.00040591,0.0061158,0,1,0,0,0,0,0.42766,1.0034e+07
3,-0.0097381,0.011481,0.96903,-0.0036899,0.080612,-0.0018766,0,0,1,0,0,0,0.74294,1.4067e+07
4,8.9823e-05,-0.034487,-0.040798,0.91818,0.00082706,0.0024515,0,0,0,1,0,0,0.22179,1.4747e+07
5,-0.0037621,0.017772,0.020892,-0.018124,0.83865,0.0023747,0,0,0,0,1,0,0.26563,3.2233e+07
6,0.011836,-0.21565,0.0097188,-0.1845,-0.0023126,0.88746,0,0,0,0,0,1,0.67586,1.0016e+08
