Solution,Frx,Fry,Frz,Mrx,Mry,Mrz,Frx target,Fry target,Frz target,Mrx target,Mry target,Mrz target,Efficiency,fval
1,1,-0.00010502,0.00016273,-0.00010502,0.00010502,-0.00010502,1,0,0,0,0,0,0.4758,2.1024e+05
2,0.00011533,1,0.00011533,-0.00013318,-0.00011533,-0.00012287,0,1,0,0,0,0,0.43329,2.3087e+05
3,4.5998e-05,4.2571e-05,1,-7.5199e-05,1.5333e-05,3.6277e-05,0,0,1,0,0,0,0.86619,1.1546e+05
4,-0.000248,-0.0003633,0.000248,1,-0.000248,-0.000353,0,0,0,1,0,0,0.20132,4.9716e+05
5,0.00021131,0.00019962,0.00018209,0.00011932,1,-0.00023356,0,0,0,0,1,0,0.25023,3.9981e+05
6,-0.0001331,0.0001331,-0.0001331,-0.00024848,-0.0001331,1,0,0,0,0,0,1,0.37537,2.6653e+05
