Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.3408,0.3408,0.3408,0.3408,0.34063,0.34063,0,0,0,0,0,0,0.50025,1.1985e+06
2,-0.55032,0.55032,-0.55032,0.55032,-2.1235e-08,3.436e-08,0,0,0,0,0,0,0.43301,3.4036e+06
3,0.10473,0.10473,-0.10473,-0.10473,-0.49975,-0.49975,0,0,0,0,0,0,0.77849,1.1513e+07
4,0.0045642,-0.0045642,-0.0045642,0.0045642,-0.99345,0.99345,0,0,0,0,0,0,0.50311,2.0945e+06
5,-0.99409,-0.99409,0.99409,0.99409,-3.0033e-10,2.0674e-10,0,0,0,0,0,0,0.25,3.9878e+06
6,-0.42507,0.42507,0.42507,-0.42507,-0.42422,0.42422,0,0,0,0,0,0,0.39493,1.1161e+06
