Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.40529,0.38258,0.20984,0.29489,0.28423,2.5177e-14,0,0,0,0,0,0,0.83965,1.4965e+08
2,-0.32873,0.81657,-0.82045,0.21478,0.14157,-0.35016,0,0,0,0,0,0,0.5361,2.4233e+08
3,1.9556e-14,0.049919,1.3866e-13,-4.6398e-14,-0.43327,-0.53729,0,0,0,0,0,0,1.1133,9.4301e+07
4,1.522,1.1341,-1.4226,-1.476,1.1304,0.072556,0,0,0,0,0,0,0.24651,5.8405e+08
5,-2.8941e-13,-1.5781e-13,0.096154,-2.627e-13,0.95222,-0.96927,0,0,0,0,0,0,0.61685,1.7733e+08
6,-0.28337,0.47256,0.29304,-0.58439,1.1102e-15,0.44312,0,0,0,0,0,0,0.65072,1.8753e+08
