Solution,Frx,Fry,Frz,Mrx,Mry,Mrz,Frx target,Fry target,Frz target,Mrx target,Mry target,Mrz target,Efficiency,fval
1,1,-9.9831e-05,0.00014979,-0.00019977,-9.9833e-05,-0.00014207,1,0,0,0,0,0,0.50051,1.999e+05
2,-0.00020606,1,-0.00017277,-0.00027265,-0.00027266,0.00017277,0,1,0,0,0,0,0.28909,3.4616e+05
3,-4.9182e-05,-2.8395e-05,1,1.6394e-05,-5.0006e-05,3.8788e-05,0,0,1,0,0,0,1.0001,99993
4,-0.00059662,-0.00061206,0.00054676,1,-0.00049691,-0.00062334,0,0,0,1,0,0,0.10034,9.9833e+05
5,0.00011438,-6.604e-05,9.9909e-05,-3.8128e-05,1,9.0212e-05,0,0,0,0,1,0,0.50019,1.9996e+05
6,-0.00015987,-0.00012657,0.0001765,-0.00022654,0.00012654,1,0,0,0,0,0,1,0.39477,2.5345e+05
