Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.33333,0.33333,0.33333,0.33333,0.3849,0.3849,0,0,0,0,0,0,0.47548,47548
2,-0.57737,0.57737,-0.57737,0.57737,-3.2455e-05,3.2455e-05,0,0,0,0,0,0,0.433,43301
3,-6.5362e-05,6.5362e-05,-6.5362e-05,6.5362e-05,-0.57742,-0.57728,0,0,0,0,0,0,0.86592,86597
4,-0.66667,0.66667,-0.66667,0.66667,-1.1547,1.1547,0,0,0,0,0,0,0.20096,20096
5,-1,-1,1,1,-5.9091e-07,5.9091e-07,0,0,0,0,0,0,0.25,25000
6,-0.70442,0.70442,0.14088,-0.14088,-0.48804,0.48804,0,0,0,0,0,0,0.375,37500
