Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.5,50000
2,-0.57735,0.57735,-0.57735,0.57735,-2.0109e-15,2.0009e-15,0,0,0,0,0,0,0.43301,43301
3,0.00017566,0.00017566,-0.00017566,-0.00017566,-0.5,-0.5,0,0,0,0,0,0,0.99947,99978
4,-3.8682e-05,-3.8682e-05,3.8682e-05,3.8682e-05,-1,1,0,0,0,0,0,0,0.49998,50000
5,-0.99999,-0.99999,0.99999,0.99999,2.8385e-16,-2.2358e-16,0,0,0,0,0,0,0.25,25000
6,-0.42265,0.42265,0.42265,-0.42265,-0.42265,0.42265,0,0,0,0,0,0,0.39434,39434
