Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.57483,0.57483,9.7489e-17,-3.0534e-17,-5.7351e-17,1.5416e-17,0,0,0,0,0,0,0.86603,1.3208e+06
2,0.21932,-0.21932,0.77654,-4.6659e-17,-5.7624e-18,2.4604e-17,0,0,0,0,0,0,0.82166,1.7947e+06
3,-6.9478e-17,-7.9036e-19,-1.4112e-17,-0.33169,-0.33169,-0.33157,0,0,0,0,0,0,1,-25254
4,-3.2556e-17,-1.1033e-16,7.3834e-18,0.99749,-0.99749,1.5974e-17,0,0,0,0,0,0,0.5,4.9937e+06
5,-3.3244e-16,-1.1058e-16,-2.0471e-16,1.1535,1.1535,-2.307,0,0,0,0,0,0,0.21652,7.8338e+06
6,0.7682,-0.7682,-0.76789,1.066e-16,1.7751e-16,-1.7686e-16,0,0,0,0,0,0,0.43316,5.6651e+06
