Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.32486,0.32486,0.32486,0.32486,0.36705,0.36705,0,0,0,0,0,0,0.48612,5.1666e+07
2,-0.56086,0.56086,-0.56211,0.56211,0.0047788,-0.0047788,0,0,0,0,0,0,0.43551,5.6194e+07
3,9.4706e-13,1.3428e-14,2.8136e-13,4.2665e-14,-0.54978,-0.54978,0,0,0,0,0,0,0.86603,1.1335e+07
4,-0.65392,0.65392,-0.65761,0.65761,-1.1406,1.1406,0,0,0,0,0,0,0.20366,7.9759e+07
5,-0.98717,-0.98717,0.98717,0.98717,1.1441e-14,-1.0409e-15,0,0,0,0,0,0,0.25,7.484e+07
6,-0.67859,0.67859,0.14968,-0.14968,-0.45806,0.45806,0,0,0,0,0,0,0.38765,6.184e+07
