Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.51106,0.44698,-0.18743,-0.26121,-0.089015,0.32485,0,0,0,0,0,0,0.7291,2.4256e+08
2,0.32205,-0.3616,0.51413,0.26481,-0.079513,-0.136,0,0,0,0,0,0,0.81914,2.0439e+08
3,0.079524,-0.068923,-0.056332,-0.093726,-0.29668,-0.55472,0,0,0,0,0,0,1.1033,4.911e+07
4,0.14985,-0.14834,-0.17045,0.38622,-1.0889,0.62645,0,0,0,0,0,0,0.51303,3.1199e+08
5,0.14743,-0.16235,-0.16101,0.48113,0.95067,-1.4996,0,0,0,0,0,0,0.34217,3.9674e+08
6,0.64443,-0.63492,-0.62601,0.55405,0.09547,-0.55909,0,0,0,0,0,0,0.45722,1.9909e+08
