Solution,Frx,Fry,Frz,Mrx,Mry,Mrz,Frx target,Fry target,Frz target,Mrx target,Mry target,Mrz target,Efficiency,fval
1,1.0023,0.014397,-0.045097,-0.010061,-0.00024678,-0.0013751,1,0,0,0,0,0,0.4444,4.7197e+06
2,-0.00077254,0.92663,-0.029813,-0.07881,0.00070791,-0.00027344,0,1,0,0,0,0,24.929,1.4312e+07
3,0.0010513,-0.017814,0.98525,0.015288,-0.0033624,0.0022541,0,0,1,0,0,0,-0.86544,2.762e+06
4,0.015491,-0.078242,-0.00056337,0.80338,0.00036297,-0.023482,0,0,0,1,0,0,21.576,6.1114e+07
5,0.010789,-0.034938,0.030168,0.023506,0.85273,0.0035868,0,0,0,0,1,0,-72.944,3.3457e+07
6,0.00040997,-0.19195,-0.019309,-0.2182,0.0011582,0.91446,0,0,0,0,0,1,21.011,9.4903e+07
