Solution,Frx,Fry,Frz,Mrx,Mry,Mrz,Frx target,Fry target,Frz target,Mrx target,Mry target,Mrz target,Efficiency,fval
1,0.99761,2.1594e-10,0.0013135,-6.0028e-10,6.6924e-10,-1.3962e-10,1,0,0,0,0,0,0.47645,5.2378e+06
2,-2.9799e-10,0.99783,4.4219e-10,-0.00033644,-2.9469e-10,-0.0001422,0,1,0,0,0,0,0.43325,5.665e+06
3,8.737e-13,1.2294e-08,0.99563,-1.0648e-08,2.4296e-13,6.0325e-13,0,0,1,0,0,0,0.86603,1.3208e+06
4,-2.9906e-10,-0.00046765,1.2475e-10,0.99899,-4.0189e-10,-0.00042588,0,0,0,1,0,0,0.20122,7.989e+06
5,1.4462e-09,9.3027e-09,9.6411e-10,2.3498e-09,0.99875,-5.5597e-09,0,0,0,0,1,0,0.25,7.4984e+06
6,-1.9377e-10,1.0573e-09,2.1617e-10,-0.0016346,8.6676e-11,0.99811,0,0,0,0,0,1,0.37615,6.2438e+06
