Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.31744,0.31956,0.31917,0.31977,-0.28089,0.29385,0,0,0,0,0,0,0.70955,4.6365e+06
2,-0.88379,-0.30258,0.31168,0.87741,0.021946,-0.008971,0,0,0,0,0,0,12.723,6.6883e+08
3,0.32877,0.33054,-0.33112,-0.32788,-0.49269,-0.50549,0,0,0,0,0,0,-0.99338,2.4997e+06
4,-0.050793,-0.053164,0.047059,0.05036,-0.98412,1.012,0,0,0,0,0,0,45.104,5.4925e+06
5,0.91348,0.69629,-0.70002,-0.91147,0.00033228,-0.005211,0,0,0,0,0,0,12.641,9.5803e+08
6,-0.4174,0.42534,0.4263,-0.42188,0.42145,0.42696,0,0,0,0,0,0,1.1678,5.2079e+06
