Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.32971,0.32971,0.32971,0.32971,0.38046,0.38046,0,0,0,0,0,0,0.47581,8.4291e+05
2,-0.49732,0.49732,-0.49732,0.49732,0.079122,-0.079122,0,0,0,0,0,0,0.46986,9.2373e+06
3,0.051334,-0.051334,0.051334,-0.051334,-0.52622,-0.62772,0,0,0,0,0,0,0.79561,4.0701e+06
4,-0.66075,0.66075,-0.66075,0.66075,-1.1475,1.1475,0,0,0,0,0,0,0.20188,4.4281e+06
5,-0.89478,-0.89478,0.89478,0.89478,8.3289e-10,-8.7681e-10,0,0,0,0,0,0,0.25,1.4274e+07
6,-0.38634,0.38634,0.38634,-0.38634,-0.19097,0.19097,0,0,0,0,0,0,0.68802,9.3341e+07
