Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.32474,0.33759,0.32459,0.32913,0.32981,0.36133,0,0,0,0,0,0,0.48719,8.3044e+06
2,-0.56599,0.56943,-0.57234,0.5679,0.0048757,-0.035988,0,0,0,0,0,0,-30.872,5.5087e+06
3,0.040555,0.054036,-0.04989,-0.051789,-0.48352,-0.53456,0,0,0,0,0,0,-0.9217,1.0069e+07
4,0.028915,-0.023618,-0.028719,-0.036956,-0.99428,0.98879,0,0,0,0,0,0,-13.094,1.1843e+07
5,-0.81392,-0.82016,0.8175,0.81629,0.036513,-0.041571,0,0,0,0,0,0,-145.38,4.0242e+07
6,-0.38208,0.38135,0.37651,-0.37683,-0.46398,0.44957,0,0,0,0,0,0,-64.165,2.0728e+07
