Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.46884,0.52572,0.17859,0.2473,0.072487,-0.27363,0,0,0,0,0,0,0.90016,2.4248e+08
2,0.37866,-0.38213,0.46087,0.34389,0.060726,-0.35705,0,0,0,0,0,0,2.6635,1.8691e+08
3,0.08511,-0.073943,-0.077029,-0.098365,-0.3594,-0.52452,0,0,0,0,0,0,-1.2526,4.6598e+07
4,0.11925,-0.12973,-0.14514,0.36283,-1.1399,0.6968,0,0,0,0,0,0,-2.782,3.1323e+08
5,0.16533,-0.15835,-0.1795,0.45873,0.95798,-1.4998,0,0,0,0,0,0,-2.6389,3.9662e+08
6,0.62075,-0.6164,-0.6103,0.54894,0.0057993,-0.4514,0,0,0,0,0,0,-2.3712,2.0366e+08
