Solution,Frx,Fry,Frz,Mrx,Mry,Mrz,Frx target,Fry target,Frz target,Mrx target,Mry target,Mrz target,Efficiency,fval
1,0.97194,7.6296e-11,-5.0089e-10,-0.028061,-4.405e-11,-8.9047e-10,1,0,0,0,0,0,0.52973,4.8602e+07
2,-2.4319e-09,0.71855,1.8665e-09,8.1065e-10,-0.41486,2.2081e-09,0,1,0,0,0,0,0.68301,2.9106e+08
3,2.3374e-11,-7.4017e-12,0.94388,-1.0022e-07,4.2734e-12,1.9184e-11,0,0,1,0,0,0,1,-2.7962e+06
4,-5.7293e-14,3.6321e-14,2.6239e-09,0.97363,-2.097e-14,-1.5321e-13,0,0,0,1,0,0,0.5,4.9341e+07
5,1.7198e-11,9.4938e-12,4.1327e-13,-8.7044e-12,-5.4812e-12,1.4648e-11,0,0,0,0,1,0,1.5212,-2.7194e+18
6,1.0413e-09,-3.5372e-10,0.0081607,-3.0369e-10,2.0422e-10,0.97931,0,0,0,0,0,1,0.39893,6.0095e+07
