Solution,Frx,Fry,Frz,Mrx,Mry,Mrz,Frx target,Fry target,Frz target,Mrx target,Mry target,Mrz target,Efficiency,fval
1,1,-8.3267e-17,-5.5511e-17,2.0747e-07,5.5511e-17,-6.2856e-17,1,0,0,0,0,0,0.5,50000
2,-9.3425e-14,0.75,7.3336e-17,-1.261e-05,-0.43301,-1.1807e-12,0,1,0,0,0,0,0.68301,2.5007e+08
3,-6.1232e-17,0,0.99999,2.7756e-17,0,3.0815e-33,0,0,1,0,0,0,0.19264,19264
4,0,5.5511e-17,0,0.99999,-2.7756e-17,1.1674e-16,0,0,0,1,0,0,0.21374,21374
5,2.5305e-13,-0.43301,1.2444e-13,1.9556e-05,0.25,3.6332e-14,0,0,0,0,1,0,0.68301,7.5007e+08
6,4.0075e-08,5.2961e-08,-1.6156e-08,1.4735e-06,-3.0577e-08,0.99999,0,0,0,0,0,1,0.32817,32817
