Solution,Frx,Fry,Frz,Mrx,Mry,Mrz,Frx target,Fry target,Frz target,Mrx target,Mry target,Mrz target,Efficiency,fval
1,0.95225,3.9049e-08,-3.5782e-13,-1.8566e-13,4.8663e-14,3.9453e-08,1,0,0,0,0,0,0.86603,1.1335e+07
2,-2.6312e-10,0.95316,-2.2035e-15,-1.6272e-15,1.0958e-15,-0.029498,0,1,0,0,0,0,0.86026,1.552e+07
3,6.1224e-15,2.4979e-15,0.94388,-7.9095e-10,1.9258e-08,2.3265e-15,0,0,1,0,0,0,1,-2.7962e+06
4,-1.5925e-14,-4.8771e-14,2.2622e-08,0.97363,-3.2644e-09,2.2007e-14,0,0,0,1,0,0,0.5,4.9341e+07
5,-2.3028e-14,-8.4428e-15,0.00079926,-6.4549e-09,0.98893,-1.3927e-14,0,0,0,0,1,0,0.21669,7.823e+07
6,1.9419e-08,0.0032742,6.718e-14,-3.9429e-14,-1.082e-14,0.97731,0,0,0,0,0,1,0.43467,5.6198e+07
