Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.66688,0.66691,-0.00024204,-0.00021706,0.6669,-1.3167e-05,0,0,0,0,0,0,0.49978,49990
2,8.0869e-05,1.1548,-1.1548,-8.0859e-05,0.57743,-0.57735,0,0,0,0,0,0,0.28865,28867
3,0.00055407,0.00064172,-0.00064021,-0.00055547,-0.4994,-0.50004,0,0,0,0,0,0,0.99852,99934
4,2,2,-2,-2,2,4.3312e-07,0,0,0,0,0,0,0.1,10000
5,-0.00014294,-0.00014631,0.000143,0.00014628,0.99986,-1,0,0,0,0,0,0,0.49993,49998
6,6.8879e-05,0.84537,-6.8871e-05,-0.84537,0.42272,0.42265,0,0,0,0,0,0,0.3943,39431
