Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.57735,0.57735,1.4643e-16,-0.00015553,-0.00015553,0.00031105,0,0,0,0,0,0,0.86568,86586
2,0.22224,-0.22224,0.77775,-0.00014369,-0.00014369,0.00028737,0,0,0,0,0,0,0.81788,81804
3,-4.2115e-05,4.2115e-05,4.2115e-05,-0.33337,-0.33337,-0.33326,0,0,0,0,0,0,0.99993,99996
4,5.7149e-06,-5.7149e-06,-5.7149e-06,1,-1,8.3363e-06,0,0,0,0,0,0,0.5,50000
5,4.1183e-08,-4.1182e-08,-4.1183e-08,0.77477,0.77477,-1.5,0,0,0,0,0,0,0.23157,1.2037e+08
6,0.7698,-0.7698,-0.7698,2.6899e-05,2.6899e-05,-5.3797e-05,0,0,0,0,0,0,0.433,43300
