Solution,Frx,Fry,Frz,Mrx,Mry,Mrz,Frx target,Fry target,Frz target,Mrx target,Mry target,Mrz target,Efficiency,fval
1,1,9.9883e-05,0.00014986,9.9883e-05,9.9883e-05,-9.9883e-05,1,0,0,0,0,0,0.50031,1.9994e+05
2,-0.00013059,1,-9.2476e-05,-6.1141e-05,-0.00011535,0.00013826,0,1,0,0,0,0,0.43324,2.3088e+05
3,4.9165e-05,-2.8385e-05,1,-4.9978e-05,-1.6388e-05,-3.8775e-05,0,0,1,0,0,0,1.0001,99993
4,-0.0001144,6.6049e-05,-9.9922e-05,1,-3.8133e-05,-9.0225e-05,0,0,0,1,0,0,0.50019,1.9996e+05
5,0.00020737,-0.00019962,0.00018801,-0.00012295,1,0.00023203,0,0,0,0,1,0,0.25023,3.9981e+05
6,-0.00012659,0.00012659,-0.00012659,-0.00022651,0.00012659,1,0,0,0,0,0,1,0.3947,2.5347e+05
