Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,-0.8785,-0.87803,1.5448,1.5451,-0.33283,0.33353,0,0,0,0,0,0,0.18166,5.5104e+05
2,-0.8658,0.00027865,-0.00027196,0.8657,-4.0639e-10,-2.8305e-11,0,0,0,0,0,0,0.68314,2.5015e+08
3,2.1977,2.1991,-2.199,-2.1989,-0.49903,-0.50099,0,0,0,0,0,0,0.1025,9.7836e+05
4,1.8677,1.8667,-1.8667,-1.8671,-1.0006,1.0007,0,0,0,0,0,0,0.10589,9.4569e+05
5,0.10529,-0.39481,0.39463,-0.10527,9.0801e-14,3.644e-13,0,0,0,0,0,0,0.6834,7.5015e+08
6,-1.3317,-0.48579,1.3313,0.48634,0.42279,0.42222,0,0,0,0,0,0,0.2236,4.4783e+05
