Solution,Frx,Fry,Frz,Mrx,Mry,Mrz,Frx target,Fry target,Frz target,Mrx target,Mry target,Mrz target,Efficiency,fval
1,1,-5.5511e-17,-5.5511e-17,-2.7756e-17,5.5511e-17,5.5511e-17,1,0,0,0,0,0,0.47548,47548
2,-5.5511e-17,1,-9.5291e-17,2.8107e-05,8.3267e-17,2.7756e-16,0,1,0,0,0,0,0.433,43301
3,-4.9088e-17,4.5204e-05,1,5.8895e-05,-7.9807e-17,1.6442e-15,0,0,1,0,0,0,0.86592,86597
4,-2.2204e-16,3.3307e-16,0,1,0,9.0864e-17,0,0,0,1,0,0,0.20096,20096
5,-2.3242e-34,2.3702e-16,6.5745e-18,5.1174e-07,1,-1.1102e-16,0,0,0,0,1,0,0.25,25000
6,0,-5.5511e-17,0,3.461e-06,0,1,0,0,0,0,0,1,0.375,37500
