Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.33249,0.33249,0.33249,0.33249,0.33187,0.33187,0,0,0,0,0,0,0.50095,4.9921e+06
2,-0.57609,0.57609,-0.57609,0.57609,-1.5014e-15,4.1718e-16,0,0,0,0,0,0,0.43301,5.6652e+06
3,-2.2768e-15,2.2366e-14,1.3091e-13,3.7075e-14,-0.49747,-0.49747,0,0,0,0,0,0,1,-25254
4,1.1975e-12,-4.6333e-12,2.031e-13,-2.9244e-13,-0.99749,0.99749,0,0,0,0,0,0,0.5,4.9937e+06
5,-0.99875,-0.99875,0.99875,0.99875,-1.0018e-15,-9.8184e-15,0,0,0,0,0,0,0.25,7.4984e+06
6,-0.42181,0.42181,0.42181,-0.42181,-0.42025,0.42025,0,0,0,0,0,0,0.39545,6.0503e+06
