Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,-0.72202,-0.72121,1.2573,1.2611,-0.26957,0.26748,0,0,0,0,0,0,0.18052,3.5223e+08
2,0.39278,0.95791,-0.98426,-0.39267,-0.014674,-0.0075533,0,0,0,0,0,0,0.30711,6.6985e+08
3,-0.027961,-0.021036,0.033475,0.026948,-0.52897,-0.46822,0,0,0,0,0,0,0.94725,6.508e+06
4,0.50145,0.50191,-0.50042,-0.50438,-0.98672,1.0187,0,0,0,0,0,0,0.25885,5.6056e+06
5,0.20698,-0.20291,0.20535,-0.20667,-0.027213,0.020199,0,0,0,0,0,0,0.68534,7.6055e+08
6,0.56127,1.2032,-0.55729,-1.2012,0.32262,0.32463,0,0,0,0,0,0,0.18494,4.3228e+08
