Solution,F1,F2,F3,F4,F5,F6,F1 target,F2 target,F3 target,F4 target,F5 target,F6 target,Efficiency,fval
1,0.57483,0.57483,6.4734e-15,6.1233e-14,-1.3936e-13,3.2423e-14,0,0,0,0,0,0,0.86603,1.3208e+06
2,0.21932,-0.21932,0.77654,-8.2209e-15,5.3829e-14,4.2648e-15,0,0,0,0,0,0,0.82166,1.7947e+06
3,-1.1378e-13,-2.2976e-14,7.5639e-14,-0.33169,-0.33169,-0.33157,0,0,0,0,0,0,1,-25254
4,-4.1284e-14,-7.2475e-15,4.753e-15,0.99749,-0.99749,-1.2292e-14,0,0,0,0,0,0,0.5,4.9937e+06
5,2.7801e-15,-2.3883e-15,-4.8066e-16,1.1535,1.1535,-2.307,0,0,0,0,0,0,0.21652,7.8338e+06
6,0.7682,-0.7682,-0.76789,-3.2207e-15,-2.5698e-16,-6.1027e-15,0,0,0,0,0,0,0.43316,5.6651e+06
